#seqid	description	orientation	amoa log odds	pmoa log odds	bg log odds	label
ESAI0083	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAI0058	 pmoA	+	 -979.6589	 -620.3566	 -687.7812	pmoa
ESAI0056	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
ESAI0051	 pmoA	+	 -933.1548	 -637.8547	 -692.2357	pmoa
ESAI0050	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAI0053	 pmoA	+	 -926.2996	 -615.4983	 -682.9494	pmoa
ESAI0077	 pmoA	+	 -954.5153	 -579.4103	 -675.6385	pmoa
ESAI0010	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAI0013	 pmoA	+	 -935.2661	 -601.3139	 -684.7592	pmoa
ESAI0038	 pmoA	+	 -895.7236	 -625.2500	 -679.3900	pmoa
ESAI0015	 amoA	+	 -282.2649	 -578.7881	 -638.6772	amoa
ESAI0014	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ESAI0070	 pmoA	+	-1003.1646	 -597.3334	 -676.6054	pmoa
ESAI0018	 pmoA	+	 -929.6966	 -637.6802	 -692.8591	pmoa
ESAI0031	 pmoA	+	 -986.3526	 -592.4081	 -680.0857	pmoa
ESAI0030	 pmoA	+	 -931.2581	 -603.0450	 -679.9976	pmoa
ESAI0037	 pmoA	+	 -979.2434	 -616.2227	 -687.6687	pmoa
ESAI0079	 pmoA	+	 -885.8653	 -628.7560	 -680.8949	pmoa
ESAI0078	 pmoA	+	 -924.0614	 -623.1500	 -676.2885	pmoa
ESAI0002	 pmoA	+	 -914.8620	 -637.1900	 -693.2553	pmoa
ESAI0065	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAI0075	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAI0063	 pmoA	+	 -955.4870	 -609.9506	 -684.9256	pmoa
ESAI0029	 pmoA	+	-1006.5496	 -596.6269	 -679.8124	pmoa
ESAI0032	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
ESAI0073	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAI0016	 pmoA	+	 -874.1031	 -625.5481	 -680.9433	pmoa
ESAI0072	 pmoA	+	-1004.1293	 -597.6655	 -677.7243	pmoa
KDAE0091	 pmoA	+	-1072.8409	 -539.9399	 -644.4013	pmoa
KDAE0092	 pmoA	+	-1061.1083	 -685.2378	 -695.6599	pmoa
KDAE0039	 pmoA	+	 -953.0348	 -612.9066	 -671.6460	pmoa
KDAE0058	 pmoA	+	 -907.3018	 -628.6096	 -674.6608	pmoa
KDAE0016	 pmoA	+	 -981.6529	 -622.5732	 -670.9067	pmoa
KDAE0017	 pmoA	+	 -903.6584	 -611.8706	 -671.7792	pmoa
KDAE0079	 pmoA	+	 -946.9610	 -599.9567	 -687.2382	pmoa
KDAE0077	 pmoA	+	-1002.2654	 -589.2799	 -679.8257	pmoa
KDAE0018	 pmoA	+	-1111.7376	 -537.0723	 -635.0271	pmoa
KDAE0073	 pmoA	+	 -969.0304	 -615.5022	 -685.0531	pmoa
KDAE0070	 pmoA	+	-1009.2766	 -489.2573	 -643.6904	pmoa
KDAE0042	 pmoA	+	-1014.0036	 -507.6889	 -642.8170	pmoa
KDAE0086	 amoA	+	 -259.2845	 -579.2837	 -636.0070	amoa
KDAE0084	 pmoA	+	-1000.8717	 -517.0771	 -646.4954	pmoa
KDAE0081	 pmoA	+	 -925.3458	 -617.7699	 -672.8223	pmoa
KDAE0024	 pmoA	+	-1003.1780	 -496.0530	 -645.4426	pmoa
KDAE0026	 pmoA	+	-1023.7896	 -509.0670	 -646.3216	pmoa
KDAE0022	 pmoA	+	-1056.4629	 -552.8624	 -635.5024	pmoa
KDAE0007	 pmoA	+	 -948.8647	 -616.6769	 -673.0257	pmoa
KDAE0001	 pmoA	+	 -905.6974	 -623.3438	 -673.0077	pmoa
KDAE0068	 pmoA	+	-1085.8155	 -549.4497	 -642.5294	pmoa
KDAE0045	 pmoA	+	 -942.6929	 -598.9228	 -687.4402	pmoa
EPAL0062	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
EPAL0063	 pmoA	+	 -968.7255	 -606.1619	 -682.0361	pmoa
EPAL0060	 pmoA	+	-1209.7274	 -571.2997	 -654.7391	pmoa
EPAL0061	 amoA	+	 -227.0368	 -599.6535	 -642.8875	amoa
EPAL0048	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
EPAL0049	 pmoA	+	 -947.0175	 -593.2394	 -658.0637	pmoa
EPAL0064	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0074	 amoA	+	 -231.0360	 -602.2704	 -643.4481	amoa
EPAL0044	 pmoA	+	 -974.4287	 -615.4816	 -681.5299	pmoa
EPAL0045	 pmoA	+	 -952.5915	 -629.4688	 -672.7387	pmoa
EPAL0046	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
EPAL0069	 amoA	+	 -228.2705	 -596.6965	 -641.8766	amoa
EPAL0042	 amoA	+	 -226.7603	 -602.4271	 -643.4215	amoa
EPAL0043	 pmoA	+	 -983.6833	 -610.4807	 -680.5778	pmoa
EPAL0026	 amoA	+	 -227.0368	 -599.6535	 -642.8875	amoa
EPAL0027	 pmoA	+	 -947.3096	 -599.9401	 -687.4231	pmoa
EPAL0024	 pmoA	+	 -996.3765	 -626.5146	 -687.4288	pmoa
EPAL0003	 amoA	+	 -197.1176	 -572.0530	 -631.2531	amoa
EPAL0022	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0023	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
EPAL0020	 pmoA	+	-1012.0041	 -628.2316	 -685.6292	pmoa
EPAL0021	 amoA	+	 -239.0275	 -608.4803	 -644.5488	amoa
EPAL0079	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0066	 pmoA	+	-1020.7027	 -631.1447	 -686.5576	pmoa
EPAL0094	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
EPAL0028	 amoA	+	 -228.3432	 -602.7765	 -643.4978	amoa
EPAL0067	 pmoA	+	-1004.6361	 -611.4699	 -681.2846	pmoa
EPAL0009	 pmoA	+	 -976.6580	 -609.6358	 -681.1878	pmoa
EPAL0073	 pmoA	+	 -909.3576	 -574.2069	 -649.0713	pmoa
EPAL0080	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
EPAL0081	 pmoA	+	 -974.9654	 -610.6205	 -680.8870	pmoa
EPAL0082	 pmoA	+	 -935.5473	 -617.4351	 -671.4262	pmoa
EPAL0072	 pmoA	+	 -962.0734	 -621.5614	 -688.1178	pmoa
EPAL0084	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
EPAL0083	 amoA	+	 -499.7154	 -652.4188	 -658.6230	amoa
EPAL0086	 pmoA	+	 -938.7970	 -611.7247	 -684.9715	pmoa
EPAL0087	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0075	 pmoA	+	-1030.4082	 -634.0523	 -686.3743	pmoa
EPAL0057	 amoA	+	 -228.2705	 -596.6965	 -641.8766	amoa
EPAL0078	 pmoA	+	 -969.3869	 -621.4597	 -686.4152	pmoa
EPAL0056	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0006	 pmoA	+	 -967.4820	 -619.2965	 -687.2119	pmoa
EPAL0016	 pmoA	+	 -963.2842	 -621.8860	 -687.4716	pmoa
EPAL0068	 pmoA	+	 -947.4998	 -581.6548	 -675.3965	pmoa
EPAL0039	 pmoA	+	 -961.4843	 -618.7842	 -685.8034	pmoa
EPAL0038	 pmoA	+	 -990.7707	 -614.4391	 -687.2575	pmoa
EPAL0077	 pmoA	+	 -937.3366	 -611.2297	 -686.5450	pmoa
EPAL0054	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
EPAL0071	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0070	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
EPAL0059	 pmoA	+	 -947.3096	 -599.9401	 -687.4231	pmoa
EPAL0058	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
EPAL0031	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0030	 pmoA	+	 -971.3576	 -590.3112	 -678.7496	pmoa
EPAL0055	 pmoA	+	 -978.2674	 -628.0716	 -686.8061	pmoa
EPAL0032	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
EPAL0035	 pmoA	+	 -947.3096	 -599.9401	 -687.4231	pmoa
EPAL0034	 pmoA	+	 -981.1309	 -609.0416	 -681.4796	pmoa
EPAL0037	 amoA	+	 -277.0229	 -624.2873	 -649.6289	amoa
EPAL0036	 amoA	+	 -234.9451	 -601.2864	 -638.5500	amoa
EPAL0013	 amoA	+	 -235.1733	 -587.2231	 -630.9827	amoa
EPAL0012	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
EPAL0011	 pmoA	+	 -974.9039	 -611.2721	 -680.7351	pmoa
EPAL0010	 amoA	+	 -227.0368	 -599.6535	 -642.8875	amoa
EPAL0051	 pmoA	+	 -973.8713	 -607.9918	 -680.6925	pmoa
EPAL0015	 pmoA	+	 -975.1409	 -619.9753	 -684.4989	pmoa
EPAL0014	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0018	 amoA	+	 -238.5063	 -609.8616	 -645.6679	amoa
EPAL0088	 pmoA	+	 -937.4669	 -596.7068	 -676.5427	pmoa
EPAL0007	 pmoA	+	 -981.0962	 -619.7139	 -685.8303	pmoa
EPAL0001	 pmoA	+	 -966.1625	 -619.4262	 -687.8696	pmoa
EPAL0093	 pmoA	+	 -947.3096	 -599.9401	 -687.4231	pmoa
EPAL0085	 pmoA	+	-1050.7914	 -552.4182	 -638.5065	pmoa
EPAL0091	 amoA	+	 -243.5716	 -603.8389	 -644.7814	amoa
EPAL0090	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
EPAL0096	 pmoA	+	 -982.9346	 -602.1194	 -677.8103	pmoa
EPAL0095	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0052	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
EPAL0053	 pmoA	+	 -965.9262	 -646.9028	 -681.9503	pmoa
EPAL0004	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
EPAL0008	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAL0005	 pmoA	+	 -958.5639	 -620.2944	 -685.4633	pmoa
EUAK0011	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
EPAK0065	 pmoA	+	 -946.4002	 -605.8178	 -683.2276	pmoa
EPAK0066	 pmoA	+	 -946.4002	 -605.8178	 -683.2276	pmoa
EUAK0019	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EUAK0003	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
ECAK0055	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAK0053	 pmoA	+	 -915.2568	 -595.1897	 -676.5604	pmoa
EPAK0074	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
EPAK0073	 pmoA	+	 -942.5429	 -610.9621	 -665.3985	pmoa
ECAK0056	 pmoA	+	 -993.6573	 -612.0641	 -688.7426	pmoa
ECAK0064	 amoA	+	 -274.4154	 -610.7556	 -644.4020	amoa
ECAK0062	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EUAK0083	 pmoA	+	-1023.9589	 -546.3098	 -635.9203	pmoa
ECAK0061	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAK0069	 pmoA	+	 -984.8576	 -618.1073	 -688.2996	pmoa
ECAK0084	 amoA	+	 -196.6602	 -574.0934	 -634.2016	amoa
ECAK0085	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0086	 pmoA	+	 -962.9942	 -605.8915	 -684.8358	pmoa
EPAK0017	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAK0010	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAK0018	 pmoA	+	 -961.7259	 -622.6917	 -687.8435	pmoa
ECAK0095	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0092	 pmoA	+	 -964.2749	 -615.0963	 -686.6237	pmoa
ECAK0079	 pmoA	+	 -938.6850	 -601.8324	 -684.1495	pmoa
ECAK0071	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAK0072	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0077	 pmoA	+	 -935.0070	 -603.3484	 -684.7415	pmoa
ECAK0076	 pmoA	+	 -935.6321	 -613.5531	 -684.9829	pmoa
ECAK0063	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0096	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EUAK0075	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
ECAK0093	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
EPAK0009	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAK0033	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
ECAK0008	 pmoA	+	 -935.5482	 -602.2491	 -685.1042	pmoa
ECAK0004	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAK0005	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0006	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0007	 pmoA	+	 -935.5482	 -602.2491	 -685.1042	pmoa
EPAK0090	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
ECAK0012	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EUAK0067	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
ECAK0080	 pmoA	+	 -972.4986	 -619.9736	 -686.7061	pmoa
EPAK0089	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
ECAK0016	 pmoA	+	 -951.9498	 -609.0053	 -684.3637	pmoa
ECAK0015	 pmoA	+	 -940.9881	 -602.2513	 -685.8258	pmoa
ECAK0014	 pmoA	+	 -979.9911	 -625.3944	 -688.8414	pmoa
ECAK0013	 pmoA	+	 -930.4763	 -609.8032	 -676.7703	pmoa
EPAK0082	 pmoA	+	 -959.9755	 -617.2214	 -685.8323	pmoa
EPAK0081	 pmoA	+	 -959.9755	 -617.2214	 -685.8323	pmoa
ECAK0088	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
EPAK0057	 pmoA	+	 -974.5005	 -630.0267	 -688.8141	pmoa
ECAK0022	 pmoA	+	 -939.2495	 -611.5191	 -684.7950	pmoa
ECAK0023	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0020	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0028	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
EUAK0043	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
EPAK0058	 pmoA	+	 -974.9696	 -620.3107	 -687.5791	pmoa
EUAK0027	 pmoA	+	 -960.1758	 -619.0089	 -687.6376	pmoa
ECAK0037	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0036	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0031	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAK0030	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAK0032	 pmoA	+	 -939.2520	 -587.9881	 -674.7505	pmoa
ECAK0039	 pmoA	+	 -992.6769	 -619.5070	 -684.0854	pmoa
ECAK0038	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
EPAK0025	 pmoA	+	 -984.0323	 -613.9011	 -685.1764	pmoa
EPAK0026	 pmoA	+	 -985.9438	 -618.5775	 -685.3530	pmoa
EUAK0051	 pmoA	+	 -999.6372	 -620.2928	 -688.2182	pmoa
EPAK0042	 pmoA	+	 -975.3243	 -624.2566	 -687.5993	pmoa
EUAK0035	 pmoA	+	 -971.3043	 -612.6926	 -684.7300	pmoa
ECAK0040	 pmoA	+	 -944.3841	 -616.0236	 -687.8018	pmoa
EUAK0091	 pmoA	+	 -964.9929	 -620.4151	 -687.2577	pmoa
ECAK0044	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAK0045	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAK0046	 pmoA	+	 -949.9772	 -606.7188	 -684.8226	pmoa
ECAK0047	 pmoA	+	 -958.5926	 -628.4926	 -687.3918	pmoa
ECAK0048	 pmoA	+	 -937.6970	 -601.7129	 -683.5103	pmoa
ECAM0051	 pmoA	+	 -947.4810	 -599.6384	 -684.6648	pmoa
ECAM0089	 pmoA	+	 -969.0304	 -615.5022	 -685.0531	pmoa
ECAM0082	 pmoA	+	-1046.1177	 -553.3751	 -638.2766	pmoa
ECAM0083	 pmoA	+	 -964.1154	 -606.6085	 -685.8518	pmoa
ECAM0011	 pmoA	+	-1003.8886	 -631.2545	 -687.8595	pmoa
ECAM0004	 pmoA	+	 -970.7166	 -642.6655	 -687.7762	pmoa
ECAM0012	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAM0068	 pmoA	+	-1041.6663	 -557.3432	 -636.6665	pmoa
ECAM0036	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAM0035	 pmoA	+	 -978.1179	 -621.1620	 -685.5588	pmoa
ECAM0034	 amoA	+	 -227.6434	 -599.1191	 -644.3405	amoa
ECAM0091	 pmoA	+	-1017.6077	 -637.9700	 -688.4128	pmoa
ECAM0090	 pmoA	+	 -928.3347	 -604.1630	 -680.3369	pmoa
ECAM0059	 amoA	+	 -322.6142	 -624.1089	 -670.6670	amoa
ECAM0044	 pmoA	+	 -928.3347	 -604.1630	 -680.3369	pmoa
ECAM0067	 pmoA	+	 -975.1409	 -619.9753	 -684.4989	pmoa
ECAM0042	 pmoA	+	-1023.1460	 -516.9838	 -648.6371	pmoa
ECAM0066	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAM0074	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0010	 pmoA	+	-1094.8432	 -529.1191	 -641.5804	pmoa
ECAN0033	 pmoA	+	-1005.8835	 -550.0917	 -633.8322	pmoa
ECAN0030	 pmoA	+	 -935.8809	 -601.0902	 -684.9297	pmoa
ECAN0034	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0031	 amoA	+	 -290.7813	 -614.4845	 -653.8199	amoa
ECAN0035	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0037	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0032	 pmoA	+	 -934.1040	 -601.1165	 -684.8727	pmoa
ECAN0038	 amoA	+	 -267.1616	 -609.1540	 -644.7453	amoa
ECAN0039	 amoA	+	 -192.5024	 -567.9796	 -633.0783	amoa
ECAN0045	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0044	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0047	 pmoA	+	 -935.8809	 -601.0902	 -684.9297	pmoa
ECAN0046	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0041	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0043	 amoA	+	 -258.4402	 -610.4671	 -650.3518	amoa
ECAN0042	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0049	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAN0048	 amoA	+	 -302.5683	 -619.0076	 -654.1370	amoa
ECAN0023	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0022	 amoA	+	 -290.7813	 -614.4845	 -653.8199	amoa
ECAN0021	 amoA	+	 -291.4752	 -611.3692	 -651.7397	amoa
ECAN0027	 pmoA	+	 -946.6891	 -608.8092	 -685.9901	pmoa
ECAN0026	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0025	 pmoA	+	 -945.5622	 -604.9222	 -685.7056	pmoa
ECAN0024	 pmoA	+	 -947.3680	 -603.9802	 -684.2584	pmoa
ECAN0029	 amoA	+	 -290.7813	 -614.4845	 -653.8199	amoa
ECAN0028	 pmoA	+	 -949.7980	 -598.1913	 -684.5959	pmoa
ECAN0016	 pmoA	+	 -887.7526	 -621.6167	 -677.9240	pmoa
ECAN0017	 amoA	+	 -291.4752	 -611.3692	 -651.7397	amoa
ECAN0014	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0015	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0012	 pmoA	+	 -946.6891	 -608.8092	 -685.9901	pmoa
ECAN0013	 amoA	+	 -270.9058	 -613.9739	 -642.5209	amoa
ECAN0011	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0018	 amoA	+	 -317.8063	 -616.7758	 -655.0614	amoa
ECAN0019	 pmoA	+	 -934.1040	 -601.1165	 -684.8727	pmoa
ECAN0096	 pmoA	+	 -967.6484	 -621.7277	 -686.3126	pmoa
ECAN0094	 pmoA	+	 -946.6891	 -608.8092	 -685.9901	pmoa
ECAN0095	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAN0092	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0093	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAN0090	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0091	 pmoA	+	 -955.6998	 -624.1342	 -686.8620	pmoa
ECAN0081	 pmoA	+	 -972.5037	 -616.7678	 -687.0149	pmoa
ECAN0080	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0083	 pmoA	+	 -970.4504	 -618.4502	 -687.8885	pmoa
ECAN0082	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAN0085	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0084	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAN0087	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0086	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0089	 pmoA	+	 -969.6676	 -619.8403	 -687.1720	pmoa
ECAN0088	 pmoA	+	 -935.5893	 -600.5456	 -684.6037	pmoa
ECAN0009	 amoA	+	 -290.7813	 -614.4845	 -653.8199	amoa
ECAN0008	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0001	 pmoA	+	-1093.2236	 -533.1157	 -643.0093	pmoa
ECAN0003	 pmoA	+	 -937.6416	 -612.9508	 -689.9151	pmoa
ECAN0002	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0005	 pmoA	+	 -945.1646	 -605.3794	 -684.9936	pmoa
ECAN0004	 amoA	+	 -311.5236	 -624.8679	 -655.7748	amoa
ECAN0006	 amoA	+	 -469.1877	 -672.9243	 -653.8265	amoa
ECAN0078	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAN0079	 pmoA	+	 -946.6891	 -608.8092	 -685.9901	pmoa
ECAN0074	 amoA	+	 -198.6632	 -578.8594	 -637.5768	amoa
ECAN0075	 pmoA	+	 -937.6970	 -601.7129	 -683.5103	pmoa
ECAN0076	 pmoA	+	 -973.9624	 -608.3906	 -683.6042	pmoa
ECAN0077	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0070	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0071	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAN0073	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0069	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAN0068	 amoA	+	 -260.7353	 -616.4683	 -643.9411	amoa
ECAN0067	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0066	 pmoA	+	 -929.2676	 -602.7749	 -683.3230	pmoa
ECAN0065	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAN0064	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAN0063	 pmoA	+	 -941.7455	 -604.2032	 -684.7913	pmoa
ECAN0062	 pmoA	+	 -938.5319	 -587.1199	 -674.8179	pmoa
ECAN0061	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAN0060	 pmoA	+	 -955.6998	 -624.1342	 -686.8620	pmoa
ECAN0052	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAN0053	 pmoA	+	 -915.2568	 -595.1897	 -676.5604	pmoa
ECAN0050	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0051	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0056	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0057	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAN0054	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAN0055	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0058	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ECAN0059	 pmoA	+	 -969.6676	 -619.8403	 -687.1720	pmoa
EPAO0063	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0015	 pmoA	+	 -971.8916	 -614.1381	 -686.2057	pmoa
EPAO0029	 pmoA	+	-1026.0528	 -544.7931	 -637.9603	pmoa
EPAO0028	 pmoA	+	 -964.9209	 -606.3206	 -685.4484	pmoa
EPAO0067	 pmoA	+	 -977.4472	 -623.7604	 -681.9101	pmoa
EPAO0066	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0061	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0060	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0049	 pmoA	+	 -992.3868	 -593.6145	 -679.9550	pmoa
EPAO0062	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0047	 pmoA	+	 -991.1205	 -606.1763	 -684.7575	pmoa
EPAO0020	 pmoA	+	 -973.2118	 -619.7602	 -687.9510	pmoa
EPAO0023	 pmoA	+	-1036.9406	 -541.6151	 -633.0109	pmoa
EPAO0044	 pmoA	+	 -960.4530	 -634.4665	 -694.1124	pmoa
EPAO0025	 pmoA	+	 -973.2118	 -619.7602	 -687.9510	pmoa
EPAO0042	 pmoA	+	 -959.0530	 -648.9947	 -697.4530	pmoa
EPAO0041	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
EPAO0026	 pmoA	+	 -975.8826	 -618.6724	 -687.2811	pmoa
EPAO0003	 pmoA	+	 -988.9958	 -648.7558	 -692.9673	pmoa
EPAO0002	 pmoA	+	-1169.4684	 -544.9155	 -643.6631	pmoa
EPAO0001	 pmoA	+	 -975.8826	 -618.6724	 -687.2811	pmoa
EPAO0022	 pmoA	+	 -980.9767	 -623.1924	 -688.9979	pmoa
